Metric_1,Metric_2,Metric_3,Metric_4,Metric_5,Metric_6,Metric_7,Metric_8,Metric_9,Metric_10,Metric_11,Metric_12,Metric_13,Metric_14,Metric_15
1.764052345967664,0.4001572083672233,0.9787379841057392,2.240893199201458,1.8675579901499675,-0.977277879876411,0.9500884175255894,-0.1513572082976979,-0.10321885179355784,0.41059850193837233,0.144043571160878,1.454273506962975,0.7610377251469934,0.12167501649282841,0.44386323274542566
2.097726673341931,1.8942362815248295,0.7735797203399384,2.553960900852359,1.0134622508482427,-3.5302676957104895,1.60370701296595,0.7130789905618078,-0.8453838721999998,2.68035312592598,-1.3103221034378867,1.5000320242644212,0.5738538751211598,1.654454230851286,1.9132220026457107
2.252674099038847,2.272398801127003,-0.11420602729017437,0.573164432628432,0.6655501015220902,-3.3739187266065094,2.8339976936936706,1.915458839346219,-1.232710689607952,2.3780503753506443,-2.3588750685049793,0.080014087085446,-1.132416315503853,3.6052296260830756,1.4035698208940572
1.8145997974276609,1.0196034410770767,0.6632843285417357,-1.0407334149295195,0.4528098213081214,-4.269385287800185,3.2209001915529325,1.4046537017773462,-2.413342873730364,2.3498681470119895,-1.9305431979745618,0.14653130946861387,-0.8299444177640716,2.970907532402112,1.0408286549069192
1.1421393496517098,0.6600502795365354,-0.14986195350271836,-2.7670160172611964,0.6302359635618743,-4.671166224008447,1.590701844586888,1.8674359573031203,-3.3206412381136063,2.4018135428081284,-1.201452635797025,0.27551422022602456,0.3094562667792291,1.7360817120484595,1.4431702960844683
0.4573292587113966,-0.2107468696453464,-0.7287116182671338,-3.078568549388569,0.6864013057916197,-5.836316064791803,2.4915283315410752,2.33309839703358,-4.85688492439083,3.890065736603728,0.6944365402335582,1.4542937913856753,0.1295314309668782,0.665329090537917,2.497622023015605
0.054152311738216996,1.0116982007370812,-0.5204366401902736,-2.1019295129048565,1.0427677029660216,-5.129742896599855,2.502028352261896,4.118968890939415,-4.72997283168721,4.2920551000484295,2.5775872372898125,0.1065347302432289,-1.1409535675188553,1.634725798695928,1.3244986179014453
1.9977734973875096,0.5980792199773338,-1.2678914516310313,-0.17898748642447182,2.523282494400446,-3.262183936173285,3.408073010537281,3.257743205884713,-2.819907878588176,4.0240517290970494,3.3800436330862076,1.0537866980169768,-1.2959636606096896,2.2488051690420083,2.246705289467972
2.374199028543139,-0.5013215706068607,-0.9696532774249753,1.1473984102625585,1.8287146346690806,-3.411818476500956,2.972919458815644,5.107006934364055,-2.147613121575741,4.43151356533816,2.610127558640891,1.5930358893087941,-1.9702963212670657,2.2806357273163593,1.6108592110890911
3.050632323489639,0.07526924600808027,-1.1779520330029702,1.5434051229242038,0.7356531259385748,-4.903076069206561,3.4123111600801805,5.273680429736584,-1.5125816846836344,6.814658340202103,3.554607045631305,0.6802136638646356,-0.8532800331712127,0.9647283168048382,1.1492746062743822
2.9823907181650076,1.788611967657447,-1.9227068550514101,0.7169665842651894,0.6372006015131425,-5.566554355568668,4.538947082186688,4.19374892137316,-2.660050337094737,6.376838295457668,3.0565745949389997,2.6097457176816214,0.0961407737545481,1.052279558190029,-0.07616091255578583
3.8267536945665546,0.7883966202678823,-3.4674779518290215,1.904996376617491,0.9541432134379921,-4.645695531787849,4.857674735129709,5.050579533275851,-3.311075930394884,5.342595453673203,3.7381691132206267,1.8063360535077804,-0.5934090039956524,0.5967470546726859,-0.0586817535307291
3.472759783313071,-0.5865546731501365,-4.111096354661912,-0.31840677560693553,1.5793746644651796,-6.247753187394597,3.753291395701259,5.102744612536825,-4.050638926786197,6.885610049079939,2.445312203497178,2.0733869228569635,-0.632691822223148,-0.5713464430685116,0.46459490700102457
3.3012134520908227,0.1852358780635308,-3.287592200698181,1.8448291736737543,2.9159026139015713,-6.616935025337041,3.5139122181253324,6.202404208423938,-3.3953751960635996,7.525741575177531,0.8283561591863438,2.049060798458028,-1.3707227314288368,-0.2914218440252733,0.3664445173580666
4.211392360183415,0.5024540932548329,-2.5012642385892048,1.3784100769378114,1.971456357983321,-7.026984718539589,3.4968918042638917,6.58155594397902,-1.1360662453727475,7.483484423516889,-0.12758884130643322,1.7030790227586416,-1.834318706074931,0.19005962974818885,-1.1743524970865582
4.274654354383746,0.6589606312202085,-2.269083202388929,0.7810940079724487,1.733534628247314,-8.45104562752212,3.0035719209016976,6.038694467962302,-0.720016199111322,6.327301991694976,0.6536092604035602,3.1975635672500102,-3.9043037310884636,0.6163183605262899,-0.49744446205631265
3.6372173288315173,0.2616888168914109,-2.4019637799758846,0.48330312857072033,1.424521659200192,-10.127049433852097,4.155903485684817,7.118313059999124,-1.5333804583155248,4.860877663892462,1.1746741368563187,2.621775597436944,-3.762350567767684,0.29698994338119467,0.19409428901387393
4.331966472487523,-0.4639085615721734,-3.78532773537094,-1.0996352687643616,2.034901038307397,-11.315908691636126,3.6490871313861297,6.521999021548615,-1.585947754585071,2.9245978580459555,1.3634527336501472,3.1456666212711495,-3.673928480723023,-0.013896228317277048,0.2914944552826573
4.731012818127653,-3.2365013179988233,-1.8294154271202456,-0.7095419460764352,1.3824924559203768,-11.706862066823728,4.142828908735318,6.405895082514249,-3.6166322223665652,4.989090719405275,1.2529120764176747,4.165839332986949,-4.365978328507414,1.5224808259285207,0.577838144174937
5.339856652603104,-4.281754684145778,-0.6182701374375448,-0.01972378154164678,2.6843386854853755,-12.334949626465306,3.66180179027453,8.70981178019819,-4.676648045088113,4.853141018726954,2.38980343902037,4.2635643007018045,-3.783024648754121,1.1230317966656456,0.9478940320224557
4.033329800867787,-2.6236240045275894,-0.7364341825661145,-0.6999019855384971,3.35072176751729,-12.79566941385386,2.3275433188717765,7.363094274400636,-3.98287489239798,4.693567580580687,2.256101879351931,5.341308106678067,-4.909850457510864,0.39235404380082073,0.5630142228411803
4.127681390184861,-2.6657954558181682,-1.0233213749560222,-0.7615283876341445,3.243416491226115,-13.515273802405652,1.5145503303176993,7.637610632124575,-4.8737899753935086,3.5362123213898338,1.9438096282262376,5.183641090514251,-2.653126960212655,-0.312346232055413,1.5062749478106752
4.874869724389493,-3.854740411021904,-0.2500683975534225,-1.9454090278274623,0.5842442532293743,-12.908954278046272,-0.24134025312002017,8.08854509393049,-5.557800873130725,5.195763117579705,3.0123190275422465,4.730255286662863,-3.3409645712413374,-1.5264236351495337,1.0653523155180837
4.594514229204984,-4.21943395541359,-0.0933645422810585,-1.3668875300985839,0.9338987102225483,-13.673098201952715,-1.6791317269215986,9.453076942032961,-6.247250057680663,4.543469517644686,2.4911297152411356,2.8871857365062144,-3.818938575281824,-2.0060794491574816,1.6857106138615963
5.29297137831232,-4.21566306632732,0.8384838318332452,-1.026922546297322,0.9182165986199936,-13.512170033654492,-1.869785220502998,9.05822742799951,-6.5149835945746295,3.4154581861746793,2.7715714205574313,1.8940621255766337,-2.977307311208188,-2.2555380293184304,1.735205595511687
5.786808154593276,-3.572348601264392,-0.7321395768002076,-1.2338262224612937,1.7983955107007759,-15.210275853086745,-1.4825047451079345,6.802663198597321,-7.537490438210233,3.4540887380148675,1.1148563182354776,0.908551387892483,-4.4491423186717745,-0.6074030971108708,1.8994333509990209
6.354098432445945,-3.7950237017795465,-1.0855713255574067,-2.8503004111123262,1.506558147952913,-15.971768064898368,-0.6245808208155982,7.943765065254894,-6.070911722636055,4.3066406774761,0.5162023813124915,-0.20734559806791142,-3.6824791370266885,-0.2511102796385819,0.13089490032199014
6.709580225189715,-2.98050387929168,-1.0266457363757766,-3.0353540821216676,0.6989096603365574,-17.418302764461757,0.17571712852442933,7.634650620483185,-6.304378384179747,6.039361864395233,1.200703488171682,0.16347940321319065,-3.540417331839453,1.2688845811271907,1.8504842077381847
7.639085336669243,-2.3982792878937556,-3.1212488075819214,-2.911632167888161,0.5688027061428534,-17.324349535076188,1.1187632158469472,4.894973453293629,-6.873690437649932,6.309266219335995,0.7338579421189195,-1.253426709913069,-2.6714538449426577,1.5457564869733187,0.8793796372937001
7.953902541185067,-1.5766935758439597,-3.1159561612825604,-2.1110673644571643,0.6470628813045148,-17.719578517730543,-0.04065730055296579,4.809042686322016,-6.6793974996041605,7.185098980923326,0.6187504736316928,-0.7960111036920781,-3.6360658586763863,0.7631273311457936,0.7689903382668123
6.899274077200053,-0.7564457385192785,-2.6528258319639533,-1.8319716000647108,0.9859670065204593,-15.698534956245746,-0.5095214885197614,2.607601400821458,-6.480097302707695,7.134495439961659,0.10123143112128952,-1.774840963050848,-4.075255380478534,0.9444657603636148,0.26617363762427404
9.311727756743801,-1.7169501201524264,-3.445943194671625,-4.1205916400792395,1.2374514215419963,-17.714941584045505,-1.0489761218942628,2.331930866260901,-7.189825268554584,8.87336811741617,1.0956258224367885,-0.4557040867492723,-4.957674199028453,2.0730598248781833,0.7621745839682362
10.083133705420646,-0.6875112913696593,-4.354706440630678,-4.544909261057141,2.1000474328704475,-20.37056067702044,0.46435196067894235,2.885062930468485,-7.235529229214818,9.093875773173343,0.06569053912781198,-0.8056474513383771,-3.8573898608080794,3.3710817972044045,3.458398636531816
10.00920903914023,-1.3460642581746631,-4.868940406570667,-5.562951136344505,2.022192676929597,-19.98782824700817,0.43010968014698847,3.9814097761342833,-7.469745030559355,8.746425120674779,-0.5155779377325133,-2.4382819775728723,-5.4251575851165335,2.1919238665667167,4.759826708196577
10.90446931203016,0.028899808218326717,-6.201152061165169,-7.531575826130526,1.362136356795514,-19.812009293712144,0.928799955056816,5.029381932102336,-7.18546535975214,10.48909390133041,-0.7381836186808337,-3.3513611956146687,-7.106375800610967,1.3029525084712668,5.0019446691817
10.01574905467653,0.9656422717535839,-4.788824355127726,-9.901162731357129,2.2261886572931617,-22.05161335237388,1.3302990101471035,6.2542524962959956,-7.120609253408563,9.20940472812617,-1.3236148229586062,-3.6130066413255695,-7.28862058440091,1.1000556677045996,4.892061889872386
10.229229103586698,-0.24293138197963737,-5.030844184997946,-8.382901561001423,1.841543234150644,-22.49544944552908,2.4084963138613413,3.695067829951899,-5.939230652120278,8.577500970121003,-1.1596862505060197,-3.516685285404373,-6.346152465180516,0.832460921469252,4.214036108307936
11.527074894237797,-2.6071051991208174,-5.010510003292703,-9.730826983630545,1.079969845894085,-20.48419276406594,2.3639008874054843,3.8901375271032803,-7.720793507825869,7.8484563113263075,-0.9631288497772348,-3.1619275922911547,-5.7292659107872375,0.8410888203868283,4.741040316762596
